"Policy_ID","Customer_Segment","Product","Channel","Region","Issue_Date","Due_Date","Payment_Date","Month","Premium_TRY","Collected_TRY","Outstanding_TRY","Payment_Status","Days_Late","Aging_Bucket","Currency","Agent_ID","Risk_Score","Renewal_Flag"
"POL-00586","Kurumsal","Sağlık","Banka","Marmara","2025-11-01","2025-11-26","2025-11-27","2025-11","86490","86490","0","Paid Late","1","Not Applicable","USD","AG-11","71","Yes"
"POL-00587","Kurumsal","Konut","Çağrı Merkezi","Marmara","2025-04-19","2025-05-15","2025-05-13","2025-04","16030","16030","0","Paid On Time","0","Not Applicable","TRY","AG-02","25","No"
"POL-00588","Bireysel","Konut","Dijital","Ege","2025-12-08","2025-12-23","2025-12-23","2025-12","3590","3590","0","Paid On Time","0","Not Applicable","EUR","AG-17","45","Yes"
"POL-00589","Bireysel","Trafik","Dijital","Karadeniz","2025-07-05","2025-07-31","2025-07-27","2025-07","8380","8380","0","Paid On Time","0","Not Applicable","EUR","AG-13","52","Yes"
"POL-00590","Kurumsal","Sağlık","Acente","Ege","2025-12-12","2026-01-06","2026-01-05","2025-12","106040","106040","0","Paid On Time","0","Not Applicable","TRY","AG-11","41","Yes"
"POL-00591","Bireysel","Sağlık","Acente","Ege","2025-02-14","2025-02-28","2025-03-13","2025-02","26870","26870","0","Paid Late","13","Not Applicable","TRY","AG-02","74","Yes"
"POL-00592","Bireysel","Konut","Dijital","Karadeniz","2025-07-21","2025-08-20","2025-08-15","2025-07","4200","4200","0","Paid On Time","0","Not Applicable","TRY","AG-04","36","Yes"
"POL-00593","Bireysel","Kasko","Dijital","Marmara","2025-12-14","2026-01-05","2026-01-05","2025-12","18030","18030","0","Paid On Time","0","Not Applicable","TRY","AG-11","59","Yes"
"POL-00594","KOBİ","Trafik","Dijital","Akdeniz","2025-06-09","2025-06-30","2025-06-25","2025-06","12380","12380","0","Paid On Time","0","Not Applicable","TRY","AG-06","61","Yes"
"POL-00595","Bireysel","Seyahat","Dijital","Marmara","2025-05-22","2025-06-09","2025-06-04","2025-05","2290","2290","0","Paid On Time","0","Not Applicable","TRY","AG-01","28","No"
"POL-00596","Bireysel","Kasko","Acente","İç Anadolu","2025-02-14","2025-02-28","2025-02-24","2025-02","23110","23110","0","Paid On Time","0","Not Applicable","USD","AG-18","45","No"
"POL-00597","Bireysel","Seyahat","Banka","Akdeniz","2025-06-22","2025-07-19","2025-07-19","2025-06","2420","2420","0","Paid On Time","0","Not Applicable","TRY","AG-11","36","No"
"POL-00598","Bireysel","Kasko","Çağrı Merkezi","Ege","2025-09-23","2025-10-12","2025-10-09","2025-09","16370","16370","0","Paid On Time","0","Not Applicable","USD","AG-16","60","Yes"
"POL-00599","KOBİ","Kasko","Banka","İç Anadolu","2025-09-08","2025-10-06","","2025-09","39650","25530","14120","Overdue","7","1-30 Days","TRY","AG-16","56","Yes"
"POL-00600","Kurumsal","Trafik","Acente","İç Anadolu","2025-03-07","2025-03-28","2025-04-06","2025-03","28390","28390","0","Paid Late","9","Not Applicable","TRY","AG-18","61","Yes"
"POL-00601","Bireysel","Sağlık","Acente","Ege","2025-08-11","2025-08-25","2025-08-20","2025-08","20100","20100","0","Paid On Time","0","Not Applicable","TRY","AG-08","64","Yes"
"POL-00602","Bireysel","Konut","Acente","Marmara","2025-01-19","2025-02-15","2025-02-12","2025-01","4590","4590","0","Paid On Time","0","Not Applicable","TRY","AG-13","23","Yes"
"POL-00603","KOBİ","Sağlık","Acente","İç Anadolu","2025-04-13","2025-05-03","2025-05-29","2025-04","60550","60550","0","Paid Late","26","Not Applicable","TRY","AG-05","76","No"
"POL-00604","Bireysel","Seyahat","Çağrı Merkezi","Akdeniz","2025-10-05","2025-10-24","2025-10-19","2025-10","2300","2300","0","Paid On Time","0","Not Applicable","TRY","AG-07","45","Yes"
"POL-00605","Bireysel","Trafik","Çağrı Merkezi","Marmara","2025-12-22","2026-01-06","2026-01-05","2025-12","7060","7060","0","Paid On Time","0","Not Applicable","TRY","AG-10","68","Yes"
"POL-00606","Bireysel","Trafik","Çağrı Merkezi","İç Anadolu","2025-06-10","2025-07-02","2025-07-01","2025-06","8940","8940","0","Paid On Time","0","Not Applicable","TRY","AG-07","63","Yes"
"POL-00607","KOBİ","Kasko","Banka","Karadeniz","2025-01-10","2025-02-09","","2025-01","33560","0","33560","Overdue","8","1-30 Days","TRY","AG-05","63","No"
"POL-00608","Bireysel","Trafik","Acente","Akdeniz","2025-05-12","2025-06-01","2025-06-01","2025-05","6690","6690","0","Paid On Time","0","Not Applicable","TRY","AG-01","61","Yes"
"POL-00609","KOBİ","Trafik","Acente","Marmara","2025-12-17","2026-01-13","2026-01-12","2025-12","15830","15830","0","Paid On Time","0","Not Applicable","TRY","AG-10","66","No"
"POL-00610","Kurumsal","Trafik","Acente","Marmara","2025-11-20","2025-12-14","2025-12-10","2025-11","24510","24510","0","Paid On Time","0","Not Applicable","TRY","AG-08","51","Yes"
"POL-00611","Bireysel","Seyahat","Acente","İç Anadolu","2025-12-08","2025-12-31","2025-12-31","2025-12","1570","1570","0","Paid On Time","0","Not Applicable","TRY","AG-17","44","Yes"
"POL-00612","Kurumsal","Trafik","Acente","İç Anadolu","2025-01-23","2025-02-16","2025-02-14","2025-01","32310","32310","0","Paid On Time","0","Not Applicable","TRY","AG-15","59","No"
"POL-00613","Kurumsal","Sağlık","Banka","Marmara","2025-11-01","2025-11-29","","2025-11","115760","73360","42400","Overdue","114","90+ Days","TRY","AG-17","60","Yes"
"POL-00614","KOBİ","Trafik","Acente","Marmara","2025-07-15","2025-08-08","2025-08-28","2025-07","16850","16850","0","Paid Late","20","Not Applicable","TRY","AG-10","52","Yes"
"POL-00615","Bireysel","Trafik","Çağrı Merkezi","Marmara","2025-01-14","2025-02-09","","2025-01","10110","0","10110","Overdue","24","1-30 Days","EUR","AG-10","68","Yes"
"POL-00616","Bireysel","Sağlık","Banka","Ege","2025-08-09","2025-09-08","2025-10-06","2025-08","28870","28870","0","Paid Late","28","Not Applicable","TRY","AG-08","71","Yes"
"POL-00617","Bireysel","Sağlık","Acente","Ege","2025-01-16","2025-01-31","2025-01-31","2025-01","24550","24550","0","Paid On Time","0","Not Applicable","TRY","AG-05","50","Yes"
"POL-00618","Bireysel","Kasko","Banka","Marmara","2025-06-13","2025-07-12","2025-07-31","2025-06","17950","17950","0","Paid Late","19","Not Applicable","TRY","AG-06","61","Yes"
"POL-00619","KOBİ","Trafik","Dijital","Marmara","2025-03-03","2025-03-20","2025-04-16","2025-03","9480","9480","0","Paid Late","27","Not Applicable","USD","AG-17","51","No"
"POL-00620","Bireysel","Kasko","Banka","Marmara","2025-09-12","2025-09-29","2025-09-29","2025-09","17950","17950","0","Paid On Time","0","Not Applicable","TRY","AG-16","70","Yes"
"POL-00621","Kurumsal","Kasko","Banka","Marmara","2025-05-20","2025-06-04","","2025-05","82480","46420","36060","Overdue","38","31-60 Days","TRY","AG-09","56","Yes"
"POL-00622","Bireysel","Seyahat","Acente","Akdeniz","2025-07-18","2025-08-03","","2025-07","2540","0","2540","Overdue","83","61-90 Days","TRY","AG-03","27","No"
"POL-00623","KOBİ","Trafik","Acente","Akdeniz","2025-11-17","2025-12-14","2025-12-09","2025-11","15510","15510","0","Paid On Time","0","Not Applicable","USD","AG-08","70","Yes"
"POL-00624","Bireysel","Kasko","Acente","Marmara","2025-08-09","2025-09-07","","2025-08","22320","0","22320","Overdue","24","1-30 Days","TRY","AG-18","66","No"
"POL-00625","Bireysel","Trafik","Acente","Marmara","2025-07-16","2025-07-30","2025-07-29","2025-07","7150","7150","0","Paid On Time","0","Not Applicable","TRY","AG-07","68","Yes"
"POL-00626","Bireysel","Trafik","Çağrı Merkezi","Akdeniz","2025-10-14","2025-11-03","2025-10-29","2025-10","6960","6960","0","Paid On Time","0","Not Applicable","TRY","AG-03","45","Yes"
"POL-00627","KOBİ","Kasko","Acente","Ege","2025-05-23","2025-06-14","2025-06-12","2025-05","30440","30440","0","Paid On Time","0","Not Applicable","TRY","AG-15","74","Yes"
"POL-00628","Bireysel","Trafik","Acente","Akdeniz","2025-03-20","2025-04-09","","2025-03","5940","0","5940","Overdue","29","1-30 Days","TRY","AG-17","65","No"
"POL-00629","Bireysel","Kasko","Çağrı Merkezi","Marmara","2025-07-09","2025-08-01","2025-08-26","2025-07","22180","22180","0","Paid Late","25","Not Applicable","TRY","AG-02","42","Yes"
"POL-00630","Bireysel","Kasko","Dijital","Marmara","2025-06-13","2025-06-30","2025-07-08","2025-06","15770","15770","0","Paid Late","8","Not Applicable","USD","AG-08","72","Yes"
"POL-00631","KOBİ","Kasko","Acente","Ege","2025-04-22","2025-05-06","2025-05-03","2025-04","37440","37440","0","Paid On Time","0","Not Applicable","TRY","AG-08","64","Yes"
"POL-00632","Kurumsal","Konut","Dijital","İç Anadolu","2025-01-15","2025-02-11","2025-02-11","2025-01","20970","20970","0","Paid On Time","0","Not Applicable","EUR","AG-05","38","Yes"
"POL-00633","Bireysel","Konut","Acente","İç Anadolu","2025-03-22","2025-04-14","","2025-03","5760","0","5760","Overdue","68","61-90 Days","TRY","AG-02","48","No"
"POL-00634","Bireysel","Kasko","Acente","Marmara","2025-07-19","2025-08-13","2025-08-23","2025-07","13310","13310","0","Paid Late","10","Not Applicable","TRY","AG-06","72","No"
"POL-00635","Bireysel","Trafik","Çağrı Merkezi","Marmara","2025-05-06","2025-06-03","2025-05-29","2025-05","9930","9930","0","Paid On Time","0","Not Applicable","TRY","AG-05","66","Yes"
"POL-00636","Bireysel","Trafik","Acente","Karadeniz","2025-01-18","2025-02-01","2025-02-22","2025-01","5690","5690","0","Paid Late","21","Not Applicable","TRY","AG-03","58","No"
"POL-00637","Kurumsal","Kasko","Banka","Akdeniz","2025-03-22","2025-04-12","2025-04-29","2025-03","81370","81370","0","Paid Late","17","Not Applicable","TRY","AG-10","50","Yes"
"POL-00638","Bireysel","Sağlık","Dijital","Karadeniz","2025-06-19","2025-07-05","2025-07-04","2025-06","29980","29980","0","Paid On Time","0","Not Applicable","TRY","AG-03","48","Yes"
"POL-00639","KOBİ","Kasko","Acente","İç Anadolu","2025-06-06","2025-07-03","2025-06-29","2025-06","30580","30580","0","Paid On Time","0","Not Applicable","TRY","AG-04","46","Yes"
"POL-00640","KOBİ","Trafik","Acente","Marmara","2025-08-10","2025-08-31","2025-08-27","2025-08","15060","15060","0","Paid On Time","0","Not Applicable","TRY","AG-08","47","Yes"
"POL-00641","Bireysel","Seyahat","Banka","İç Anadolu","2025-03-21","2025-04-07","","2025-03","1790","0","1790","Cancelled","0","Not Applicable","TRY","AG-03","33","No"
"POL-00642","Bireysel","Trafik","Dijital","Marmara","2025-04-09","2025-05-03","","2025-04","6640","0","6640","Overdue","79","61-90 Days","TRY","AG-13","44","No"
"POL-00643","Bireysel","Trafik","Acente","İç Anadolu","2025-03-12","2025-03-26","2025-04-10","2025-03","9730","9730","0","Paid Late","15","Not Applicable","TRY","AG-09","56","No"
"POL-00644","Kurumsal","Kasko","Dijital","Marmara","2025-04-19","2025-05-11","2025-05-06","2025-04","89030","89030","0","Paid On Time","0","Not Applicable","TRY","AG-14","54","Yes"
"POL-00645","Bireysel","Kasko","Banka","Karadeniz","2025-07-13","2025-08-07","2025-08-04","2025-07","23660","23660","0","Paid On Time","0","Not Applicable","TRY","AG-06","70","Yes"
"POL-00646","Bireysel","Konut","Banka","Karadeniz","2025-07-18","2025-08-08","2025-08-08","2025-07","4250","4250","0","Paid On Time","0","Not Applicable","TRY","AG-09","35","Yes"
"POL-00647","Bireysel","Sağlık","Acente","Marmara","2025-07-06","2025-07-31","2025-07-27","2025-07","22920","22920","0","Paid On Time","0","Not Applicable","TRY","AG-13","71","Yes"
"POL-00648","Bireysel","Kasko","Acente","Karadeniz","2025-05-18","2025-06-04","2025-05-30","2025-05","15530","15530","0","Paid On Time","0","Not Applicable","TRY","AG-07","43","Yes"
"POL-00649","KOBİ","Konut","Dijital","Akdeniz","2025-11-13","2025-12-09","2025-12-05","2025-11","12110","12110","0","Paid On Time","0","Not Applicable","TRY","AG-10","44","No"
"POL-00650","Bireysel","Seyahat","Banka","Akdeniz","2025-10-02","2025-10-28","2025-10-23","2025-10","1910","1910","0","Paid On Time","0","Not Applicable","TRY","AG-10","42","Yes"
"POL-00651","Kurumsal","Sağlık","Dijital","Akdeniz","2025-12-20","2026-01-10","2026-01-07","2025-12","92450","92450","0","Paid On Time","0","Not Applicable","TRY","AG-10","67","Yes"
"POL-00652","KOBİ","Seyahat","Dijital","Akdeniz","2025-03-18","2025-04-08","2025-04-06","2025-03","3000","3000","0","Paid On Time","0","Not Applicable","TRY","AG-10","46","Yes"
"POL-00653","Bireysel","Kasko","Çağrı Merkezi","Marmara","2025-09-14","2025-10-05","2025-09-30","2025-09","19640","19640","0","Paid On Time","0","Not Applicable","TRY","AG-12","67","Yes"
"POL-00654","Bireysel","Trafik","Banka","İç Anadolu","2025-10-06","2025-10-23","2025-10-23","2025-10","5900","5900","0","Paid On Time","0","Not Applicable","TRY","AG-07","62","No"
"POL-00655","Bireysel","Trafik","Acente","Akdeniz","2025-11-10","2025-12-08","2025-12-07","2025-11","7200","7200","0","Paid On Time","0","Not Applicable","TRY","AG-14","63","Yes"
"POL-00656","Bireysel","Trafik","Dijital","Ege","2025-05-02","2025-05-23","2025-05-20","2025-05","9230","9230","0","Paid On Time","0","Not Applicable","USD","AG-15","58","Yes"
"POL-00657","Bireysel","Sağlık","Dijital","İç Anadolu","2025-07-15","2025-07-29","","2025-07","18870","0","18870","Cancelled","0","Not Applicable","TRY","AG-14","52","No"
"POL-00658","Bireysel","Trafik","Acente","Marmara","2025-04-16","2025-05-11","2025-05-08","2025-04","8800","8800","0","Paid On Time","0","Not Applicable","TRY","AG-17","39","Yes"
"POL-00659","Bireysel","Konut","Acente","Marmara","2025-03-06","2025-04-02","","2025-03","4980","0","4980","Overdue","38","31-60 Days","TRY","AG-18","33","Yes"
"POL-00660","KOBİ","Kasko","Dijital","Ege","2025-02-07","2025-03-09","2025-03-05","2025-02","44210","44210","0","Paid On Time","0","Not Applicable","TRY","AG-16","60","Yes"
"POL-00661","Bireysel","Trafik","Dijital","İç Anadolu","2025-08-24","2025-09-07","","2025-08","5600","0","5600","Overdue","81","61-90 Days","TRY","AG-09","69","No"
"POL-00662","Kurumsal","Sağlık","Acente","Marmara","2025-08-20","2025-09-13","2025-09-11","2025-08","108590","108590","0","Paid On Time","0","Not Applicable","TRY","AG-09","67","No"
"POL-00663","Bireysel","Trafik","Dijital","Ege","2025-10-23","2025-11-21","2025-11-17","2025-10","7200","7200","0","Paid On Time","0","Not Applicable","TRY","AG-05","70","Yes"
"POL-00664","Bireysel","Sağlık","Acente","Marmara","2025-11-05","2025-11-28","2025-11-24","2025-11","18020","18020","0","Paid On Time","0","Not Applicable","TRY","AG-13","80","Yes"
"POL-00665","Bireysel","Kasko","Acente","Ege","2025-07-04","2025-07-25","2025-07-24","2025-07","22860","22860","0","Paid On Time","0","Not Applicable","TRY","AG-13","58","No"
"POL-00666","Bireysel","Kasko","Acente","Ege","2025-06-03","2025-06-20","2025-06-29","2025-06","19480","19480","0","Paid Late","9","Not Applicable","USD","AG-11","59","No"
"POL-00667","Kurumsal","Kasko","Banka","Marmara","2025-09-08","2025-10-08","2025-10-05","2025-09","50490","50490","0","Paid On Time","0","Not Applicable","TRY","AG-16","45","Yes"
"POL-00668","Bireysel","Konut","Dijital","Marmara","2025-07-02","2025-07-26","2025-07-24","2025-07","3470","3470","0","Paid On Time","0","Not Applicable","TRY","AG-08","27","Yes"
"POL-00669","KOBİ","Trafik","Acente","Ege","2025-12-18","2026-01-10","","2025-12","15470","0","15470","Cancelled","0","Not Applicable","TRY","AG-11","43","No"
"POL-00670","Bireysel","Kasko","Banka","Marmara","2025-12-13","2026-01-11","2026-01-06","2025-12","13470","13470","0","Paid On Time","0","Not Applicable","TRY","AG-14","45","Yes"
"POL-00671","KOBİ","Trafik","Acente","İç Anadolu","2025-02-07","2025-02-28","2025-02-28","2025-02","15690","15690","0","Paid On Time","0","Not Applicable","TRY","AG-11","60","Yes"
"POL-00672","KOBİ","Seyahat","Çağrı Merkezi","Marmara","2025-01-11","2025-02-10","2025-02-09","2025-01","4230","4230","0","Paid On Time","0","Not Applicable","TRY","AG-10","34","Yes"
"POL-00673","Bireysel","Kasko","Dijital","Ege","2025-02-16","2025-03-14","2025-03-10","2025-02","14500","14500","0","Paid On Time","0","Not Applicable","TRY","AG-13","65","Yes"
"POL-00674","KOBİ","Kasko","Acente","Marmara","2025-07-05","2025-07-30","2025-07-30","2025-07","35940","35940","0","Paid On Time","0","Not Applicable","TRY","AG-06","61","No"
"POL-00675","KOBİ","Kasko","Acente","Ege","2025-04-19","2025-05-19","2025-05-15","2025-04","42410","42410","0","Paid On Time","0","Not Applicable","TRY","AG-09","63","Yes"
"POL-00676","KOBİ","Sağlık","Acente","Marmara","2025-12-21","2026-01-15","2026-01-31","2025-12","38660","38660","0","Paid Late","16","Not Applicable","TRY","AG-09","53","Yes"
"POL-00677","Bireysel","Kasko","Acente","İç Anadolu","2025-01-20","2025-02-06","2025-02-01","2025-01","13760","13760","0","Paid On Time","0","Not Applicable","EUR","AG-08","64","No"
"POL-00678","KOBİ","Trafik","Çağrı Merkezi","Ege","2025-03-03","2025-04-01","2025-04-01","2025-03","10180","10180","0","Paid On Time","0","Not Applicable","TRY","AG-10","65","Yes"
"POL-00679","Bireysel","Kasko","Acente","Karadeniz","2025-02-15","2025-03-15","2025-03-12","2025-02","15100","15100","0","Paid On Time","0","Not Applicable","TRY","AG-18","49","Yes"
"POL-00680","Bireysel","Trafik","Acente","Marmara","2025-05-12","2025-06-06","2025-06-06","2025-05","6850","6850","0","Paid On Time","0","Not Applicable","TRY","AG-09","57","Yes"
"POL-00681","Bireysel","Kasko","Dijital","Marmara","2025-07-24","2025-08-16","2025-08-14","2025-07","17820","17820","0","Paid On Time","0","Not Applicable","TRY","AG-05","53","Yes"
"POL-00682","Bireysel","Konut","Acente","Karadeniz","2025-04-04","2025-05-01","2025-05-01","2025-04","5490","5490","0","Paid On Time","0","Not Applicable","TRY","AG-07","21","Yes"
"POL-00683","KOBİ","Sağlık","Acente","Akdeniz","2025-12-04","2025-12-20","2025-12-27","2025-12","37280","37280","0","Paid Late","7","Not Applicable","TRY","AG-11","73","Yes"
"POL-00684","Bireysel","Trafik","Dijital","Ege","2025-03-11","2025-04-02","2025-04-02","2025-03","5220","5220","0","Paid On Time","0","Not Applicable","TRY","AG-06","67","Yes"
"POL-00685","Bireysel","Trafik","Acente","Marmara","2025-07-13","2025-07-27","2025-07-26","2025-07","9290","9290","0","Paid On Time","0","Not Applicable","TRY","AG-16","40","Yes"
"POL-00686","Bireysel","Trafik","Acente","Karadeniz","2025-06-01","2025-06-21","2025-07-05","2025-06","8050","8050","0","Paid Late","14","Not Applicable","TRY","AG-15","44","No"
"POL-00687","Bireysel","Konut","Acente","Ege","2025-04-19","2025-05-10","2025-05-17","2025-04","3530","3530","0","Paid Late","7","Not Applicable","TRY","AG-10","50","Yes"
"POL-00688","KOBİ","Sağlık","Dijital","Ege","2025-11-04","2025-11-24","2025-11-20","2025-11","41360","41360","0","Paid On Time","0","Not Applicable","TRY","AG-13","50","No"
"POL-00689","Bireysel","Trafik","Banka","Marmara","2025-10-21","2025-11-05","2025-11-04","2025-10","7040","7040","0","Paid On Time","0","Not Applicable","TRY","AG-12","71","Yes"
"POL-00690","Bireysel","Kasko","Banka","Marmara","2025-03-24","2025-04-11","2025-04-10","2025-03","17860","17860","0","Paid On Time","0","Not Applicable","TRY","AG-05","71","No"
"POL-00691","KOBİ","Kasko","Dijital","İç Anadolu","2025-07-09","2025-08-04","2025-07-30","2025-07","34370","34370","0","Paid On Time","0","Not Applicable","TRY","AG-09","42","Yes"
"POL-00692","KOBİ","Sağlık","Dijital","İç Anadolu","2025-12-02","2025-12-18","2025-12-15","2025-12","41750","41750","0","Paid On Time","0","Not Applicable","TRY","AG-03","73","Yes"
"POL-00693","Bireysel","Seyahat","Acente","Marmara","2025-12-16","2025-12-30","2025-12-25","2025-12","2520","2520","0","Paid On Time","0","Not Applicable","TRY","AG-18","50","Yes"
"POL-00694","KOBİ","Kasko","Dijital","Akdeniz","2025-05-02","2025-05-27","2025-06-01","2025-05","31700","31700","0","Paid Late","5","Not Applicable","TRY","AG-10","63","Yes"
"POL-00695","Bireysel","Kasko","Acente","Marmara","2025-06-02","2025-06-21","2025-06-17","2025-06","19920","19920","0","Paid On Time","0","Not Applicable","TRY","AG-07","67","Yes"
"POL-00696","Bireysel","Konut","Acente","İç Anadolu","2025-07-06","2025-07-27","2025-07-24","2025-07","5260","5260","0","Paid On Time","0","Not Applicable","USD","AG-13","29","Yes"
"POL-00697","Bireysel","Trafik","Acente","Akdeniz","2025-04-17","2025-05-11","2025-05-09","2025-04","7750","7750","0","Paid On Time","0","Not Applicable","TRY","AG-02","64","Yes"
"POL-00698","Bireysel","Seyahat","Acente","Marmara","2025-09-07","2025-10-01","2025-09-29","2025-09","1680","1680","0","Paid On Time","0","Not Applicable","TRY","AG-15","22","Yes"
"POL-00699","Bireysel","Kasko","Dijital","Marmara","2025-01-08","2025-02-02","2025-01-30","2025-01","20670","20670","0","Paid On Time","0","Not Applicable","TRY","AG-14","70","Yes"
"POL-00700","KOBİ","Trafik","Acente","Ege","2025-08-17","2025-09-13","2025-09-09","2025-08","17630","17630","0","Paid On Time","0","Not Applicable","TRY","AG-05","65","Yes"
"POL-00701","Bireysel","Sağlık","Acente","Ege","2025-02-16","2025-03-15","2025-03-15","2025-02","26040","26040","0","Paid On Time","0","Not Applicable","TRY","AG-08","65","Yes"
"POL-00702","KOBİ","Kasko","Banka","Karadeniz","2025-03-18","2025-04-17","2025-04-16","2025-03","28680","28680","0","Paid On Time","0","Not Applicable","TRY","AG-01","67","Yes"
"POL-00703","Kurumsal","Trafik","Dijital","Karadeniz","2025-02-09","2025-02-27","2025-02-23","2025-02","34390","34390","0","Paid On Time","0","Not Applicable","TRY","AG-07","60","Yes"
"POL-00704","Kurumsal","Trafik","Çağrı Merkezi","Ege","2025-06-09","2025-07-02","2025-06-29","2025-06","29610","29610","0","Paid On Time","0","Not Applicable","TRY","AG-07","62","Yes"
"POL-00705","Bireysel","Seyahat","Acente","Marmara","2025-11-11","2025-11-27","2025-11-25","2025-11","2490","2490","0","Paid On Time","0","Not Applicable","TRY","AG-14","30","No"
"POL-00706","Bireysel","Sağlık","Acente","Marmara","2025-12-07","2025-12-28","2025-12-27","2025-12","30450","30450","0","Paid On Time","0","Not Applicable","TRY","AG-15","70","Yes"
"POL-00707","KOBİ","Sağlık","Çağrı Merkezi","Karadeniz","2025-05-15","2025-06-10","2025-06-05","2025-05","33560","33560","0","Paid On Time","0","Not Applicable","TRY","AG-17","52","No"
"POL-00708","KOBİ","Kasko","Dijital","Marmara","2025-10-08","2025-10-28","2025-11-26","2025-10","28850","28850","0","Paid Late","29","Not Applicable","TRY","AG-15","68","Yes"
"POL-00709","KOBİ","Trafik","Banka","Marmara","2025-01-23","2025-02-06","2025-02-01","2025-01","17530","17530","0","Paid On Time","0","Not Applicable","TRY","AG-08","64","Yes"
"POL-00710","Bireysel","Kasko","Acente","Marmara","2025-11-03","2025-11-20","2025-11-17","2025-11","21590","21590","0","Paid On Time","0","Not Applicable","TRY","AG-08","59","No"
"POL-00711","Bireysel","Kasko","Acente","Marmara","2025-03-04","2025-03-31","2025-03-31","2025-03","20300","20300","0","Paid On Time","0","Not Applicable","TRY","AG-07","48","No"
"POL-00712","Bireysel","Trafik","Acente","Akdeniz","2025-08-07","2025-08-27","","2025-08","8610","0","8610","Overdue","37","31-60 Days","TRY","AG-15","42","No"
"POL-00713","Bireysel","Trafik","Acente","İç Anadolu","2025-09-08","2025-10-02","2025-09-30","2025-09","8180","8180","0","Paid On Time","0","Not Applicable","TRY","AG-07","38","Yes"
"POL-00714","Bireysel","Kasko","Acente","İç Anadolu","2025-05-22","2025-06-07","","2025-05","17020","0","17020","Overdue","55","31-60 Days","USD","AG-09","57","Yes"
"POL-00715","Bireysel","Seyahat","Dijital","Ege","2025-08-01","2025-08-15","2025-08-15","2025-08","2190","2190","0","Paid On Time","0","Not Applicable","TRY","AG-17","48","Yes"
"POL-00716","Bireysel","Kasko","Acente","İç Anadolu","2025-05-16","2025-06-02","2025-05-31","2025-05","17930","17930","0","Paid On Time","0","Not Applicable","TRY","AG-07","60","Yes"
"POL-00717","Bireysel","Konut","Dijital","Akdeniz","2025-03-03","2025-03-31","2025-03-30","2025-03","6740","6740","0","Paid On Time","0","Not Applicable","TRY","AG-15","28","Yes"
"POL-00718","Bireysel","Kasko","Acente","Ege","2025-02-12","2025-03-06","2025-03-03","2025-02","17910","17910","0","Paid On Time","0","Not Applicable","TRY","AG-03","43","Yes"
"POL-00719","Kurumsal","Sağlık","Acente","Marmara","2025-11-24","2025-12-11","2025-12-08","2025-11","67830","67830","0","Paid On Time","0","Not Applicable","TRY","AG-09","47","Yes"
"POL-00720","KOBİ","Kasko","Acente","İç Anadolu","2025-08-04","2025-08-29","2025-08-24","2025-08","42460","42460","0","Paid On Time","0","Not Applicable","TRY","AG-11","50","Yes"
"POL-00721","Kurumsal","Trafik","Çağrı Merkezi","İç Anadolu","2025-04-20","2025-05-20","2025-05-15","2025-04","30490","30490","0","Paid On Time","0","Not Applicable","TRY","AG-10","42","Yes"
"POL-00722","Bireysel","Seyahat","Dijital","Marmara","2025-10-10","2025-11-01","2025-10-27","2025-10","2590","2590","0","Paid On Time","0","Not Applicable","TRY","AG-13","43","Yes"
"POL-00723","Bireysel","Trafik","Acente","Ege","2025-11-07","2025-12-04","2025-12-03","2025-11","9300","9300","0","Paid On Time","0","Not Applicable","TRY","AG-01","46","Yes"
"POL-00724","Bireysel","Trafik","Banka","Marmara","2025-10-17","2025-11-03","2025-11-01","2025-10","7590","7590","0","Paid On Time","0","Not Applicable","EUR","AG-04","50","No"
"POL-00725","Kurumsal","Kasko","Banka","Akdeniz","2025-08-24","2025-09-11","","2025-08","64450","0","64450","Overdue","45","31-60 Days","TRY","AG-14","45","Yes"
"POL-00726","KOBİ","Sağlık","Banka","İç Anadolu","2025-11-17","2025-12-08","","2025-11","41580","0","41580","Cancelled","0","Not Applicable","TRY","AG-11","76","No"
"POL-00727","Bireysel","Sağlık","Acente","Marmara","2025-02-24","2025-03-24","2025-03-23","2025-02","32600","32600","0","Paid On Time","0","Not Applicable","TRY","AG-05","68","Yes"
"POL-00728","Bireysel","Konut","Dijital","Akdeniz","2025-12-13","2026-01-05","2026-01-03","2025-12","4630","4630","0","Paid On Time","0","Not Applicable","TRY","AG-12","52","Yes"
"POL-00729","Bireysel","Trafik","Dijital","Ege","2025-11-02","2025-11-30","2025-11-30","2025-11","8550","8550","0","Paid On Time","0","Not Applicable","TRY","AG-05","47","Yes"
"POL-00730","Bireysel","Kasko","Acente","İç Anadolu","2025-08-15","2025-09-11","2025-09-12","2025-08","23020","23020","0","Paid Late","1","Not Applicable","TRY","AG-03","63","Yes"
"POL-00731","Bireysel","Kasko","Acente","İç Anadolu","2025-09-08","2025-10-07","2025-10-04","2025-09","16980","16980","0","Paid On Time","0","Not Applicable","TRY","AG-07","74","No"
"POL-00732","KOBİ","Kasko","Dijital","Ege","2025-01-17","2025-02-14","2025-02-12","2025-01","33330","33330","0","Paid On Time","0","Not Applicable","TRY","AG-15","61","Yes"
"POL-00733","Bireysel","Trafik","Çağrı Merkezi","Marmara","2025-04-20","2025-05-06","","2025-04","6450","0","6450","Cancelled","0","Not Applicable","TRY","AG-07","49","No"
